Date,Brand,Title,price_full,price_soft,priceoff,Rating,Review Count
17/08/2024,Mantecorp,Episol Antiacne FPS 30 - Protetor Solar Facial 60ml,"89,90","84,90",6,"46,00",5
17/08/2024,Depil Bella,Romã e Amêndoas - Creme Depilatório Facial 40g,"19,76","17,18",13,"0,00",0
17/08/2024,Mantecorp,Urby Men - Hidratante Facial Pós-Barba 60ml,"54,90","51,90",5,"45,00",4
17/08/2024,Skin Aqua,UV Super Moisture Essence FPS 50 - Protetor Solar 80g,"128,90","93,90",27,"48,00",13
17/08/2024,Australian Gold,Kids FPS 70 - Protetor Solar Corporal 120g,"85,90","44,90",48,"50,00",2
17/08/2024,Creamy,"Kit Ácido Mandélico Gel Antiacne e Gel-Creme Retinol 0,3 Antirrugas Concentrado (2 produtos)","329,90","194,90",41,"0,00",0
17/08/2024,Creamy,"Kit Skincare Ácido Skincare Glicólico e Gel-Creme Retinol 0,3 (2 produtos)","329,90","194,90",41,"0,00",0
17/08/2024,Creamy,Kit Calming Cream + Gel Creme Retinol,"180,00","149,90",17,"0,00",0
17/08/2024,Eucerin,KIT EUC PIGMENT CONTROL TINTED PROT SOL FAC FPS70 MÉDIA 50ML+ANTI-PIGMENT CREME PARA MÃOS FPS30 75ML+ANTI-PIGMENT DUAL SÉRUM FAC 30ML,"559,90","542,90",3,"0,00",0
17/08/2024,Eucerin,KIT EUC PIGMENT CONTROL TINTED PROT SOL FAC FPS70 CLARA 50ML+ANTI-PIGMENT CREME PARA MÃOS FPS30 75ML+ANTI-PIGMENT DUAL SÉRUM FAC 30ML,"559,90","542,90",3,"0,00",0
17/08/2024,Bioré,Make Up Remover - Gel Demaquilante 170g,"83,90","70,90",15,"50,00",5
17/08/2024,Aroom Aromaterapia,Creme Neutro Base Vegano - Coporal e Facial 500g  Aroom Health,"88,06","66,05",25,"0,00",0
17/08/2024,Bioré,Make Up Remover - Sérum Demaquilante 230ml,"83,90","66,90",20,"47,00",39
17/08/2024,Aroom Aromaterapia,Creme Neutro Base Vegano - Corporal e Facial 250g Aroom Health,"65,66","49,25",25,"0,00",0
17/08/2024,Bioderma,Kit Hydrabio & Cicabio (2 Produtos),"240,80","162,80",32,"50,00",5
17/08/2024,Bioderma,Kit Sensibio Eye & Face (2 Produtos),"293,80","220,80",25,"50,00",3
17/08/2024,PureSun,Protetor Solar Facial Dia a Dia 75+ - 50g (BEGE CLARO),"150,00","119,90",20,"0,00",0
17/08/2024,L'Oréal Paris,Kit Revitalift Retinol FPS20 (3 Produtos),"291,70","237,70",19,"46,00",13
17/08/2024,Cicatricure,Kit Gold Lift (2 Produtos),"219,80","202,80",8,"48,00",45
17/08/2024,Cetaphil,Kit Pro AR Calm Control (2 Produtos),"239,80","226,80",5,"50,00",4
17/08/2024,Helioderm,KIT HELIODERM FPS30 PROTETOR FACIAL FPS 50,"121,39","75,66",38,"0,00",0
17/08/2024,Cicatricure,Kit Gold Lift Dia e Noite (2 Produtos),"219,80","202,80",8,"48,00",6
17/08/2024,La Roche-Posay,Kit Hyalu B5 Duo (2 Produtos),"489,80","414,80",15,"50,00",5
17/08/2024,CeraVe,Kit Hidrata Rosto & Corpo (2 Produtos),"184,80","114,80",38,"50,00",4
17/08/2024,Cicatricure,Kit Pele Perfeita (3 produtos),"179,70","161,70",10,"50,00",5
17/08/2024,L'Oréal Paris,Kit Revitalift Retinol FPS20 (2 Produtos),"246,80","202,80",18,"50,00",3
17/08/2024,Neutrogena,Kit Hydro Boost All Face (2 Produtos),"168,80","146,90",13,"50,00",9
17/08/2024,Océane,Kit Skincare (2 produtos),"74,80","54,80",27,"50,00",2
17/08/2024,L'Oréal Paris,Kit Revitalift Hialurônico Smooth Trio (3 Produtos),"216,70","193,70",11,"50,00",4
17/08/2024,Océane,Kit Hydrogel Eye (6 Unidades),"83,70","65,70",22,"40,00",1
17/08/2024,L'Oréal Paris,Kit Revitalift Pele Revitalizada (3 Produtos),"281,70","236,70",16,"50,00",2
17/08/2024,L'Oréal Paris,Kit Laser X3 Redutor de Linhas 1 (2 Produtos),"149,80","117,80",21,"49,00",10
17/08/2024,SkinCeuticals,Kit Blemish Age Solution Defense (2 Produtos),"399,80","366,90",8,"50,00",32
17/08/2024,L'Oréal Paris,Kit Laser X3 Redutor de Linhas 2 (2 Produtos),"147,80","116,80",21,"50,00",4
17/08/2024,L'Oréal Paris,Kit UV Defender & Hialurônico (2 produtos),"121,80","101,80",16,"50,00",4
17/08/2024,La Roche-Posay,Kit Redermic Hyalu C Olhos e Face (2 Produtos),"469,80","398,80",15,"47,00",3
17/08/2024,Garnier,Kit SkinActive Duo (2 Produtos),"102,80","81,80",20,"50,00",1
17/08/2024,Can-Up Cosmetics,Creme Facial Noturno Can-Up Hidratação Prolongada 120g,"33,90","23,90",29,"0,00",0
17/08/2024,L'Oréal Paris,Kit Revitalift Hialurônico Pro Retinol (2 Produtos),"249,80","196,80",21,"50,00",1
17/08/2024,L'Oréal Paris,Kit Revitalift Retinol FPS20 Dupla Ação (2 Produtos),"140,80","110,90",21,"50,00",1
17/08/2024,L'Oréal Paris,Kit Revitalift Hialurônico Pro Retinol (3 Produtos),"294,70","231,70",21,"50,00",2
17/08/2024,Depil Bella,Aloe Vera - Creme Depilatório Facial 40g,"25,59","22,25",13,"0,00",0
17/08/2024,L'Oréal Paris,Kit Laser X3 Redutor de Linhas 3 (2 Produtos),"179,80","136,80",24,"45,00",2
17/08/2024,L'Oréal Paris,Kit Revitalift Hialurônico + Solar Expertise Antirrugas FPS60 (2 Produtos),"111,80","108,80",3,"50,00",1
17/08/2024,ISDIN,Kit Fotoprotector Fusion Water 5 Stars + Fotoprotector Gel Cream (2 Produtos),"246,80","227,80",8,"50,00",1
17/08/2024,L'Oréal Paris,Kit Rotina Firmadora Noturna 1 (2 Produtos),"113,80","102,80",10,"50,00",2
17/08/2024,La Roche-Posay,Kit Hyalu Redutor de Linhas (2 Produtos),"479,80","359,80",25,"50,00",1
17/08/2024,Bioderma,Pigmentbio Night Renewer - Uniformizador Noturno Redutor de Linhas e Antioxidante 50ml,"303,90","222,90",27,"49,00",14
17/08/2024,Bioderma,Pigmentbio Daily Care FPS 50+ - Tratamento Uniformizador 40ml,"262,40","232,90",11,"50,00",5
17/08/2024,ISDIN,Kit ISDINCEUTICS Cuidado Diário (11 Produtos),"480,80","469,80",2,"50,00",1
17/08/2024,ISDIN,Kit Fotoprotector K-Ox Eyes (2 Produtos),"391,80","385,80",2,"50,00",1
17/08/2024,NIVEA,SUN Protect & Hidrata FPS 50 - Protetor Solar 200ml,"54,89","51,89",5,"50,00",9
17/08/2024,Super Poderes,Henna Creme para Sobrancelha Preto CRPS02,"23,99","11,69",51,"0,00",0
17/08/2024,Avène,Cleanance - Gel Hidratante 40ml,"199,99","159,90",20,"46,00",14
17/08/2024,ISDIN,ISDINCEUTICS Flavo-C Ultraglican - Sérum Antioxidante Diurno (10 Unidades),"207,90","196,90",5,"50,00",18
17/08/2024,Vult,Kit Hidraluronic Firmeza & Elasticidade Antissinais 7 em 1 (2 Produtos),"55,80","42,80",23,"30,00",2
17/08/2024,Creamy,Kit Vitamina C + Glicólico Duo (2 Produtos),"349,90","189,90",46,"50,00",2
17/08/2024,Neutrogena,Kit Face Care Antissinais Duo (2 Produtos),"105,80","86,80",18,"10,00",1
17/08/2024,Darrow,Actine De Argila - Máscara Esfoliante 2x5g,"31,90","21,90",31,"50,00",11
17/08/2024,Océane,SK02 Skincare - Pincel (1 Unidade),"36,90","20,90",43,"48,00",4
17/08/2024,Helioderm,Protetor Solar Facial Suncare FPS30 com 50g,"46,35","44,38",4,"0,00",0
17/08/2024,Creamy,Kit Calming + FPS 60 Duo (2 Produtos),"239,90","121,90",49,"50,00",1
17/08/2024,Lancôme,Kit Idôle Monsieur Hydra (3 Produtos),"1166,70","932,90",20,"0,00",0
17/08/2024,Eucerin,Kit pH5 Oil Control Vitamina C (3 Produtos),"314,70","278,70",11,"0,00",0
17/08/2024,L'Oréal Paris,Kit Revitalift Retinol (2 Produtos),"195,80","157,80",19,"0,00",0
17/08/2024,FOREO,Kit Picture Perfect Luna 3 (2 Produtos),"1728,90","1351,90",22,"50,00",1
17/08/2024,Etat Pur,Kit Etat Pur Vitamina C + Ácido Hialurônico (2 Produtos),"359,80","259,80",28,"0,00",0
17/08/2024,DivaSkin,Kit Limpeza De Pele Profissional- DivaSkin,"249,00","159,00",36,"50,00",1
17/08/2024,L'Oréal Paris,Kit Revitalift Hialurônico Pro-Retinol (2 Produtos),"154,80","138,80",10,"0,00",0
17/08/2024,Creamy,Kit Limpeza + Calming Duo (2 Produtos),"199,90","114,90",43,"40,00",1
17/08/2024,Banila CO,Banila Co Clean it Zero Cleansing Balm Nourishing - Bálsamo Demaquilante 100ml,"249,90","218,90",12,"0,00",0
17/08/2024,Creamy,Kit Tranexâmico + Vitamina C (2 Produtos),"349,90","189,99",46,"50,00",1
17/08/2024,Neutrogena,Kit Hydro Body Care Duo Hidratação (2 Produtos),"130,80","108,80",17,"0,00",0
17/08/2024,ISDIN,Kit Acniben Rotina de Skincare (4 Produtos),"461,60","415,60",10,"0,00",0
17/08/2024,L'Oréal Paris,Kit Revitalift Pro-Retinol + Hialurônico Trio (3 Produtos),"199,70","173,70",13,"0,00",0
17/08/2024,Creamy,Kit Vitamina C Anti-Aging B Complex 20 (3 produtos),"719,90","409,90",43,"50,00",1
17/08/2024,Vichy,Kit Antiacne (2 produtos),"264,80","249,80",6,"0,00",0
17/08/2024,L'Oréal Paris,Kit Rotina Firmadora Noturna 2 (2 Produtos),"111,80","101,80",9,"0,00",0
17/08/2024,Neutrogena,Kit Hydro Bright Boost Duo (2 Produtos),"207,80","179,90",13,"0,00",0
17/08/2024,L'Oréal Paris,Kit L’Oréal Paris Revitalift Hialurônico (4 Produtos),"303,60","261,60",14,"0,00",0
17/08/2024,L'Oréal Paris,Kit Revitalift Hialurônico + Pro-Retinol Duo (2 Produtos),"249,80","196,80",21,"0,00",0
17/08/2024,Beleza na Web,Kit L'Oréal Paris Revitalift Hialurônico & Elseve L'Oréal Paris Cachos dos Sonhos (3 Produtos),"145,70","122,70",16,"50,00",1
17/08/2024,L'Oréal Paris,Kit Solar Expertise Revitalift Hialurônico (2 Produtos),"122,80","118,80",3,"0,00",0
17/08/2024,L'Oréal Paris,Kit Revitalift Pro-Retinol + Hialurônico (3 Produtos),"199,70","173,70",13,"0,00",0
17/08/2024,L'Oréal Paris,Kit Revitalift Pro-Retinol Hialurônico (2 Produtos),"103,80","93,80",10,"0,00",0
17/08/2024,L'Oréal Paris,Kit Revitalift Pro Retinol UV Defender Fluido FPS 60 (3 Produtos),"213,70","181,70",15,"0,00",0
17/08/2024,Beleza na Web,Kit Hialurônico Duo (2 Produtos),"196,80","149,80",24,"50,00",2
17/08/2024,Neutrogena,Kit Hydro Boost Corpo Rosto Olhos (3 Produtos),"266,70","218,89",18,"0,00",0
17/08/2024,ISDIN,Kit Acniben Controle de Brilho & Antiacne (2 Produtos),"234,80","205,80",12,"0,00",0
17/08/2024,L'Oréal Paris,Kit Revitalift Solar Protection Duo (2 Produtos),"111,80","108,80",3,"0,00",0
17/08/2024,Vó Irene,Kit Skincare Trio (3 Produtos),"165,00","150,00",9,"50,00",3
17/08/2024,L'Oréal Paris,Kit Cuidado Diário Quarteto (4 Produtos),"206,60","194,60",6,"0,00",0
17/08/2024,L'Oréal Paris,Kit Revitalift Pro- Retinol UV Defender (2 Produtos),"168,80","146,80",13,"0,00",0
17/08/2024,Esthederm,Kit Pele Revigorada (4 Produtos),"1459,60","1293,60",11,"0,00",0
17/08/2024,ISDIN,Kit Acniben Skincare (3 Produtos),"310,70","274,70",12,"0,00",0
17/08/2024,ISDIN,Kit Acniben Limpeza + Hidratação (3 Produtos),"275,70","259,70",6,"0,00",0
17/08/2024,Esthederm,Kit Antioxidante (3 Produtos),"959,70","825,70",14,"10,00",1
17/08/2024,Miss Rôse,ESFOLIANTE CORPORAL MELANCIA | 280g,"24,90","19,90",20,"0,00",0
17/08/2024,Laxmi,"Care Bruna Tavares BT BeautyCooler Deep Blue - Mini Geladeira de Skincare 4,5l","689,90","585,90",15,"0,00",0
17/08/2024,ISDIN,Kit Acniben Face & Body (3 Produtos),"352,70","335,70",5,"0,00",0
17/08/2024,ISDIN,Kit Foto Ultra Active Unify + Fotoprotector Gel Cream (2 Produtos),"283,80","260,80",8,"0,00",0
17/08/2024,FOREO,UFO Mini Fuchsia - Aparelho,"758,90","381,90",50,"50,00",11
17/08/2024,PureSun,Protetor Solar Facial Dia a Dia 75+ - 50g (BRONZE),"150,00","119,90",20,"0,00",0
17/08/2024,ISDIN,Kit Foto Ultra Active Unify Fusion Fluid Color + Fotoprotector Gel Cream (2 Produtos),"283,80","250,80",12,"0,00",0
17/08/2024,Creamy,Kit Vitamina C + Mandélico Duo (2 Produtos),"349,90","185,99",47,"0,00",0
17/08/2024,ISDIN,Kit Foto Ultra Age Repair 5 Stars + Fotoprotector Gel Cream (2 Produtos),"290,80","267,80",8,"0,00",0
17/08/2024,ISDIN,Kit Acniben (5 Produtos),"537,50","484,50",10,"0,00",0
17/08/2024,Esthederm,Kit Intensive Hyaluronic Cream (2 Produtos),"839,90","736,90",12,"50,00",2
17/08/2024,Esthederm,Kit Renovação (4 Produtos),"1419,60","1137,60",20,"0,00",0
17/08/2024,Creamy,Kit Vitamina C + Retinol Duo (2 Produtos),"379,90","209,99",45,"0,00",0
17/08/2024,Beleza na Web,Kit Hialurônico Trio (3 Produtos),"160,70","150,70",6,"0,00",0
17/08/2024,Esthederm,Kit Pele Impecável (2 Produtos),"629,80","523,80",17,"0,00",0
17/08/2024,Le Fruit,"Desodorante Infantil Tangerina -  - Vegano - Sem alumínio e parabenos, 60ml, em spray","89,90","64,90",28,"0,00",0
17/08/2024,Cetaphil,Kit Limpeza & Hidratação Profunda (2 Produtos),"129,90","113,90",12,"0,00",0
17/08/2024,Beleza na Web,Kit L'Oréal Paris Hidra Hialurônico & L'Oréal Paris Revitalift (3 Produtos),"200,70","167,70",16,"0,00",0
17/08/2024,Creamy,Kit Limpeza + Hidratação (Emulsão de Limpeza + Calming Cream),"209,90","126,90",40,"0,00",0
17/08/2024,Estée Lauder,Esteé Lauder Revitalizing Supreme+ - Loção Hidratante 100ml,"699,00","698,90",0,"50,00",1
17/08/2024,Creamy,Kit Rotina Tonalidade Uniforme para Peles Reativas ou Sensíveis (6 Produtos),"859,90","499,90",42,"0,00",0
17/08/2024,Creamy,Kit B Complex 20 Tranexâmico Solução (2 produtos),"299,90","179,99",40,"0,00",0
17/08/2024,Creamy,Kit Vitamina C + Calming Duo (2 Produtos),"279,90","169,90",39,"0,00",0
17/08/2024,Esthederm,Kit Ageless (3 produtos),"1239,70","1191,70",4,"0,00",0
17/08/2024,Creamy,Kit Vitamina C Salicílico Calming FPS 60 (4 Produtos),"539,90","299,99",44,"0,00",0
17/08/2024,Cicatricure,Kit Gold Lift Noite e Dia (2 Produtos),"189,90","179,90",5,"0,00",0
17/08/2024,Labotrat,Gel Hidratante Facial Oil Control 100ml Ação 5 em 1,"38,99","32,99",15,"0,00",0
17/08/2024,Esthederm,Kit Pele Madura (3 produtos),"979,70","895,70",9,"0,00",0
17/08/2024,Cicatricure,Kit Gold Lift Noche Día (2 Produtos),"279,90","179,90",36,"0,00",0
17/08/2024,Esthederm,Kit L’Osmoclean Eau Cellulaire Intensive Aha Peel (3 Produtos),"959,70","876,70",9,"0,00",0
17/08/2024,Beleza na Web,Kit Garnier Uniform & Matte Vitamina C & Maybelline The Falsies Volum'Express (3 Produtos),"189,70","168,70",11,"0,00",0
17/08/2024,Esthederm,Kit Pro Age (3 Produtos),"959,70","876,70",9,"0,00",0
17/08/2024,Creamy,Kit Total B Complex  (13 produtos),"1999,90","1169,90",42,"10,00",1
17/08/2024,Oncosmetic,FotoCare Peles Sensíveis FPS30 - Protetor Solar 60g,"144,21","131,10",9,"0,00",0
17/08/2024,Creamy,Kit Rotina Anti-Aging para Peles Equilibradas ou Secas (7 Produtos),"919,90","549,90",40,"0,00",0
17/08/2024,NIVEA,Kit Nivea Pele Negra (2 Produtos),"39,99","31,50",21,"0,00",0
17/08/2024,Creamy,Kit Emulsão + Glicólico Duo (2 Produtos),"259,90","139,90",46,"0,00",0
17/08/2024,Beleza na Web,Kit Hidra Hialurônico & Matte Vitamina C (4 Produtos),"174,60","143,60",18,"0,00",0
17/08/2024,Cicatricure,Kit Gold Lift Noturno Sérum (2 Produtos),"369,90","229,90",38,"0,00",0
17/08/2024,Creamy,Kit Limpeza + Calming Duo (2 Produtos),"209,90","124,90",40,"0,00",0
17/08/2024,Creamy,Kit Vitamina C + Intensive Repair + Glicólico (3 Produtos),"509,90","289,90",43,"0,00",0
17/08/2024,Depil Bella,Chocolate Branco - Cera Depilatória para Micro-Ondas 100g,"30,13","26,20",13,"0,00",0
17/08/2024,Beleza na Web,Kit Kérastase Genesis Masque Reconstituant + SkinCeuticals Serum 10 (2 Produtos),"859,80","653,80",24,"0,00",0
17/08/2024,Le Fruit,"Kit 3 Unidades Desodorante Infantil Tangerina -  - Vegano - Sem alumínio e parabenos, 60ml, em spray","269,70","198,75",26,"0,00",0
17/08/2024,Beleza na Web,Kit L'Oréal Paris Revitalift UV Defender Elseve Cachos (4 Produtos),"173,60","134,60",22,"0,00",0
17/08/2024,Eudora,Kit Neo Dermo Etage Multi-Effect Dia e Noite (2 Produtos),"299,98","209,90",30,"0,00",0
17/08/2024,Beleza na Web,Kit Elseve L'Oréal Paris Hidra Hialurônico & Garnier Uniform & Matte Vitamina C (4 Produtos),"174,60","143,60",18,"0,00",0
17/08/2024,ISDIN,Kit Nutratopic Ureadin (2 Produtos),"197,80","173,80",12,"0,00",0
17/08/2024,Beleza na Web,Kit L'Oréal Paris para Pele e Cabelo (4 Produtos),"173,60","134,60",22,"0,00",0
17/08/2024,Beleza na Web,Kit Garnier Uniform & Maybelline Superstay Matte Ink 50 (3 Produtos),"187,70","166,70",11,"0,00",0
17/08/2024,"Quem Disse, Berenice?","Kit Quem Disse, Berenice? Hidratação & Limpeza (3 Produtos)","153,70","112,30",27,"0,00",0
17/08/2024,o Boticário,Conjunto Men Galbe Masculino (2 Produtos),"189,80","149,90",21,"0,00",0
17/08/2024,Creamy,Kit Ácido Salicílico Solução Tônica Antiacne e Niacinamide B Complex 20% (2 produtos),"319,90","189,90",41,"0,00",0
17/08/2024,Beleza na Web,Kit Elseve L'Oréal Paris Longo dos Sonhos & L'Oréal Paris Revitalift (4 Produtos),"175,60","168,60",4,"0,00",0
17/08/2024,Labotrat,Argila Verde Natural Pro 500g Rica em Oligoelementos,"30,99","24,99",19,"0,00",0
17/08/2024,Creamy,Kit Emulsão + Vitamina C Duo (2 Produtos),"299,90","165,99",45,"0,00",0
17/08/2024,Hello Mini,Kit Esponja para Maquiagem e Esponja Polvo Hello Mini,"23,40","14,90",36,"0,00",0
17/08/2024,Cicatricure,Kit Gold Lift Diurno Noturno e Sérum (3 produtos),"499,90","284,90",43,"0,00",0
17/08/2024,Creamy,Kit Vitamina C Calming Mandélico FPS 60 (4 Produtos),"529,90","299,90",43,"0,00",0
17/08/2024,Beleza na Web,Kit L'Oréal Paris Cuidados com a Pele e Cabelo (3 Produtos),"166,70","160,70",4,"0,00",0
17/08/2024,Beleza na Web,Kit Elseve L'Oréal Paris Cachos Longos dos Sonhos & L'Oréal Paris Revitalift Hialurônico (6 Produtos),"220,40","197,40",10,"0,00",0
17/08/2024,Clinique,Kit Smart Clinical Repair Skincare (4 Produtos),"548,90","499,90",9,"0,00",0
17/08/2024,Too Faced,Italian Spritz - Paleta de Sombras 18g,"488,90","451,90",8,"0,00",0
17/08/2024,Cicatricure,Kit Gel Creme Antissinais Diurno FPS 30 e Água Micelar (2 produtos),"139,90","124,90",11,"0,00",0
17/08/2024,PureSun,Protetor Solar Facial Dia a Dia 75+ - 50g (BEGE MEDIO),"150,00","119,90",20,"0,00",0
17/08/2024,WNF,Vetiver - Óleo Essencial 5ml,"90,81","80,81",11,"0,00",0
17/08/2024,Océane,SK01 Skincare - Pincel (1 Unidade),"39,90","26,90",33,"48,00",14
17/08/2024,Océane,Kit Revitaliza & Refresca (2 Produtos),"70,80","57,80",18,"0,00",0
17/08/2024,Cicatricure,Kit Gold Lift Tripla Ação (3 Produtos),"399,90","316,90",21,"0,00",0
17/08/2024,Creamy,Kit B Complex 20 Calming Cream (2 produtos),"269,90","154,90",43,"0,00",0
17/08/2024,Creamy,Kit Skincare Antirugas (Vitamina C + Retinol),"349,90","211,90",39,"0,00",0
17/08/2024,Creamy,Kit Duo Redutor de Linhas (2 produtos),"299,90","164,90",45,"0,00",0
17/08/2024,Creamy,Kit B Complex 20 Solução Tônica Antiacne 90ml (2 produtos),"299,90","179,99",40,"0,00",0
17/08/2024,Creamy,Kit Tratamento Antirugas (Vitamina C + Retinol),"349,90","219,90",37,"0,00",0
17/08/2024,Natupele,Soless Gel FPS30 - Protetor Solar 100g,"200,11","181,92",9,"0,00",0
17/08/2024,Creamy,Kit Calming Cream Vitamina C e Gel de Limpeza (3 produtos),"389,90","229,90",41,"0,00",0
17/08/2024,Creamy,Kit Rotina Antiacne para Peles Reativas e Sensíveis (5 Produtos),"749,90","389,90",48,"0,00",0
17/08/2024,Creamy,Kit Vitamina C e B Complex (2 produtos),"329,90","204,90",38,"0,00",0
17/08/2024,Creamy,Kit Calming Cream Niacinamide B Complex 20% e Gel de Limpeza (3 produtos),"379,90","219,90",42,"0,00",0
17/08/2024,Cicatricure,Kit Antissinais + Demaquilante (3 Produtos),"229,90","149,90",35,"0,00",0
17/08/2024,Estée Lauder,Kit Advanced Night Repair +  Turbo Lash (3 Produtos),"799,00","798,90",0,"0,00",0
17/08/2024,Creamy,Kit Rotina Antiacne para Pele Seca (6 Produtos),"849,90","439,90",48,"0,00",0
17/08/2024,Lees Skincare,Kit Resveralees (3 Produtos),"409,50","348,07",15,"50,00",1
17/08/2024,Esthederm,Kit Excellage Two (2 Produtos),"1299,90","938,90",28,"0,00",0
17/08/2024,NUPILL,Kit Nupill Vitamina C Travel (3 produtos),"68,00","63,99",6,"0,00",0
17/08/2024,ISDIN,Kit ISDINCEUTICS Antienvelhecimento (2 Produtos),"614,80","569,80",7,"0,00",0
17/08/2024,Peel Line,Creme de Massagem e Hidratação 250gr,"65,90","29,80",55,"0,00",0
17/08/2024,Bioage,Kit Completo Vitamina C Skin Care,"444,90","434,90",2,"0,00",0
17/08/2024,Estée Lauder,Advanced Night Micro Cleasing Balm - Balm de Limpeza 70ml,"319,00","318,90",0,"50,00",1
17/08/2024,Payot,Kit Hidratante Diurno e Noturno Retinol (3 produtos),"429,90","149,90",65,"0,00",0
17/08/2024,Cicatricure,Kit Gold Lift Trio (3 Produtos),"399,90","314,90",21,"0,00",0
17/08/2024,Creamy,Kit Calming Cream Hidratante Double (2 Unidades),"189,90","109,90",42,"0,00",0
17/08/2024,Creamy,Kit Rotina de Rejuvenescimento para Peles Reativas e Sensíveis (5 Produtos),"1049,90","549,99",48,"0,00",0
17/08/2024,Creamy,Kit Lático + Vitamina C + Calming Cream (3 produtos),"419,90","235,90",44,"0,00",0
17/08/2024,Creamy,Kit Vitamina C + Anti-Aging (2 Produtos),"329,90","175,99",47,"0,00",0
17/08/2024,Creamy,Kit Salicílico + Vitamina C (2 Produtos),"349,90","189,99",46,"0,00",0
17/08/2024,Creamy,Kit Glicólico FPS 60 (2 Produtos),"259,90","144,90",44,"0,00",0
17/08/2024,Creamy,Kit Trio Beauty Care Ácido Salicílico (3 Produtos),"399,90","209,00",48,"0,00",0
17/08/2024,Creamy,Kit Calming Vitamina C e B Complex (3 produtos),"409,90","254,90",38,"0,00",0
17/08/2024,Blink Lab,Kit Skin Glow Rose Quartz (2 Produtos),"255,00","234,90",8,"50,00",10
17/08/2024,Creamy,Kit Vitamina C Tranexâmico Calming FPS 60 (4 Produtos),"529,90","299,99",43,"0,00",0
17/08/2024,Creamy,Kit Emulsão + Vitamina C (2 Produtos),"299,90","165,99",45,"0,00",0
17/08/2024,B.list Brasil,Kit Barra de Limpeza Balance Bar Equilíbrio Ph Blist 3x70g,"121,20","101,74",16,"50,00",1
17/08/2024,Eucerin,Kit Anti-Pigment (2 Produtos),"514,90","463,90",10,"50,00",1
17/08/2024,Creamy,Kit Duo Antirrugas (2 produtos),"339,90","209,99",38,"0,00",0
17/08/2024,Cicatricure,Kit Gold Lift Diurno + Noturno (2 Produtos),"309,90","199,90",35,"0,00",0
17/08/2024,Creamy,Kit Emulsão + Intensive Repair (2 Produtos),"279,90","165,99",41,"0,00",0
17/08/2024,Kalya,Esfoliante Íntimo Virilha Axila Pelo Encravado E Foliculite,"76,99","69,99",9,"0,00",0
17/08/2024,Creamy,Kit Lático + Vitamina C + Hidratante + Protetor Solar FPS 60 (4 Produtos),"619,90","349,90",44,"0,00",0
17/08/2024,Payot,Kit Vitamina C Tônico Double (2 Unidades),"159,90","89,90",44,"0,00",0
17/08/2024,Cicatricure,Kit Eye Cream For Face Gold Lift Diurno e Noturno (3 produtos),"409,90","264,90",35,"0,00",0
17/08/2024,Creamy,Kit Duo Antiacne (2 produtos),"289,90","159,99",45,"0,00",0
17/08/2024,Creamy,Kit Retinol + Anti-Aging (2 Produtos),"329,90","179,90",45,"0,00",0
17/08/2024,Creamy,Kit B Complex 20 Glicólico (2 produtos),"299,90","179,90",40,"0,00",0
17/08/2024,Maquiagem Virtual,Máscara Descartável de TNT Desidratada LY8019,"24,99","19,99",20,"0,00",0
17/08/2024,Creamy,Kit FPS 60 + Antiacne (2 Produtos),"259,90","154,90",40,"0,00",0
17/08/2024,Creamy,Kit Emulsão Glicólico FPS 60 (3 Produtos),"359,90","204,90",43,"0,00",0
17/08/2024,Creamy,Kit Skincare Combate as Espinhas (Ácido Salicílico 90ml + Ácido Lático 30g),"249,90","168,90",32,"0,00",0
17/08/2024,Creamy,Kit Ácido Glicólico Double (2 Unidades),"289,90","159,90",45,"0,00",0
17/08/2024,Macrilan,Kit Pincéis Love Care Facial KP10-4 + Kit ED800 com 5 pincéis para maquiagem Luminous,"89,90","76,50",15,"0,00",0
17/08/2024,"Quem Disse, Berenice?","Kit Quem Disse, Berenice? Corporal & Facial Noturno (2 Produtos)","157,80","149,80",5,"0,00",0
17/08/2024,Creamy,Kit Skincare Limpeza e Reparação (Emulsão de Limpeza 180ml + Intensive Repair 40g),"299,90","199,90",33,"0,00",0
17/08/2024,Ecosmetics,Kit Scargot (3 Produtos),"391,00","147,57",62,"0,00",0
17/08/2024,Estée Lauder,Double Wear 5W Deep - Corretivo Facial 7ml,"279,00","268,90",4,"50,00",1
17/08/2024,Macrilan,Kabuki Chanfrado B121 - Pincel para Base,"39,90","34,90",13,"0,00",0
17/08/2024,Dermare,Esfoliante Apricot Seed Facial e Corporal - 200g,"46,48","41,98",10,"0,00",0
17/08/2024,Creamy,Kit Emulsão + FPS 60 + Tranexâmico (3 Produtos),"369,90","209,00",43,"0,00",0
17/08/2024,Meily's,Kit Creamy Haircare Peptide Leave-in e Escova de Limpeza Facial 2 em 1 (2 produtos),"129,90","79,90",38,"0,00",0
17/08/2024,Ruby Rose,Pó Facial Solto GPM03 Glass HB-862-3,"35,00","31,00",11,"0,00",0
17/08/2024,Beili,BEILI Facial 1 - Pincel para Base,"137,00","131,99",4,"0,00",0
17/08/2024,Cicatricure,Kit Contorno dos Olhos Sérum Facial Antissinais e Gold Lift Noturno (3 produtos),"399,90","244,90",39,"0,00",0
17/08/2024,Cicatricure,Kit Gold Lift Diurno (2 Produtos),"299,90","219,00",27,"0,00",0
